,City,City Latitude,City Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,District,Population_Estimate_2018,Population_Census_2008,Area_KM,Density_Per_KM,Socio_Economic_Cluster,Socio_Economic_Ranking,latitude,longitude,Categorical_value
2073,Ra'anana,32.1861481,34.8675905,Pasta Mia,32.161082666036265,34.89475822257831,Italian Restaurant,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2074,Ra'anana,32.1861481,34.8675905,Cofix (קופיקס),32.16668986033218,34.84245300292969,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2075,Ra'anana,32.1861481,34.8675905,Moses (מוזס),32.17701437763073,34.90365565606939,Burger Joint,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2076,Ra'anana,32.1861481,34.8675905,Aroma (ארומה),32.18089989691638,34.897226671492106,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2077,Ra'anana,32.1861481,34.8675905,Panko (פנקו),32.18081271498829,34.87285155858735,Sushi Restaurant,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2078,Ra'anana,32.1861481,34.8675905,Aroma (ארומה),32.168488692931746,34.842658081831964,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2079,Ra'anana,32.1861481,34.8675905,Arcaffe (ארקפה),32.185377317222695,34.854442758256035,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2080,Ra'anana,32.1861481,34.8675905,Landwer Café (קפה לנדוור),32.16073846376597,34.89388779037177,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2081,Ra'anana,32.1861481,34.8675905,Aroma (ארומה),32.19696055309218,34.87994956695706,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2082,Ra'anana,32.1861481,34.8675905,Cafe Toscana (קפה טוסקנה),32.16776364305152,34.840364965265294,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2086,Ra'anana,32.1861481,34.8675905,Cafe Landwer's קפה לנדוור - כפר סבא,32.192278742461426,34.891901581448366,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2088,Ra'anana,32.1861481,34.8675905,Cafeneto,32.182711831933226,34.8654166390206,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2089,Ra'anana,32.1861481,34.8675905,Nisso,32.1612382327311,34.842790961265564,Bakery,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2090,Ra'anana,32.1861481,34.8675905,Lehem Erez,32.17054735391257,34.831557869911194,Bakery,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2091,Ra'anana,32.1861481,34.8675905,Landwer's Coffee (קפה לנדוור),32.168020362151786,34.84296530485153,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2092,Ra'anana,32.1861481,34.8675905,CafeNeto,32.15939008376824,34.8941232059075,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2093,Ra'anana,32.1861481,34.8675905,Kakao (קקאו),32.177486932922605,34.9063815908804,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2094,Ra'anana,32.1861481,34.8675905,Buy The Way,32.180382166548505,34.88952404186193,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2096,Ra'anana,32.1861481,34.8675905,Vaniglia (וניליה),32.160724874497,34.89399988100075,Ice Cream Shop,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2097,Ra'anana,32.1861481,34.8675905,Cafe HaMidrahov (קפה המדרחוב),32.17874835302596,34.905755474279616,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2099,Ra'anana,32.1861481,34.8675905,Koi Sushi Bar,32.19731474897795,34.87827921848953,Sushi Restaurant,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2100,Ra'anana,32.1861481,34.8675905,Aroma (ארומה),32.17882689842459,34.90440191109076,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2101,Ra'anana,32.1861481,34.8675905,Kipa Aduma (כיפה אדומה),32.17956924815362,34.87832999337107,Falafel Restaurant,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2102,Ra'anana,32.1861481,34.8675905,מקום בלב,32.17281510942987,34.872018732268536,Breakfast Spot,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2104,Ra'anana,32.1861481,34.8675905,Japanika (ג'פניקה),32.17982684126528,34.87740789111392,Asian Restaurant,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2105,Ra'anana,32.1861481,34.8675905,Ma'afe Ne'eman,32.167057680184776,34.84059154987335,Bakery,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2106,Ra'anana,32.1861481,34.8675905,oldies,32.17738414080308,34.89958378512549,Diner,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2107,Ra'anana,32.1861481,34.8675905,סטקיית הכפר,32.177941697267585,34.89547335937599,BBQ Joint,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2109,Ra'anana,32.1861481,34.8675905,Coffee Tree bar,32.177459185709694,34.898980703476134,Restaurant,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2111,Ra'anana,32.1861481,34.8675905,Rothschild Cafe (קפה רוטשילד),32.1673210564508,34.840374290943146,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2112,Ra'anana,32.1861481,34.8675905,Arcaffè (ארקפה),32.177381861743235,34.903702836719155,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2115,Ra'anana,32.1861481,34.8675905,River Kfar Saba,32.19793,34.890003,Asian Restaurant,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2117,Ra'anana,32.1861481,34.8675905,Cafe Greg Kfar Saba,32.19903,34.890685,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2119,Ra'anana,32.1861481,34.8675905,Bleecker Street (בליקר סטריט),32.15755064954236,34.84212577342987,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2122,Ra'anana,32.1861481,34.8675905,China Class,32.161413071332106,34.842785596847534,Chinese Restaurant,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2126,Ra'anana,32.1861481,34.8675905,Café Tapuz (קפה תפוז),32.217519766440944,34.874337420086036,Café,Center,73999.0,68300.0,14.9,4833.8,8,240,32.1861481,34.8675905,high
2129,Rahat,31.3932933,34.7547693,Domino's Pizza,31.390702,34.755396,Pizza Place,South,69032.0,50000.0,19.6,3283.9,1,11,31.3932933,34.7547693,low
2131,Rahat,31.3932933,34.7547693,הטאבון,31.39549859483005,34.77127680784924,Falafel Restaurant,South,69032.0,50000.0,19.6,3283.9,1,11,31.3932933,34.7547693,low
2133,Rahat,31.3932933,34.7547693,חוות ודחאן,31.403714128461125,34.78539342113513,Middle Eastern Restaurant,South,69032.0,50000.0,19.6,3283.9,1,11,31.3932933,34.7547693,low
2135,Rahat,31.3932933,34.7547693,הרצל 21,31.38318765096381,34.78919053921137,BBQ Joint,South,69032.0,50000.0,19.6,3283.9,1,11,31.3932933,34.7547693,low
2137,Ramat Gan,32.0686867,34.8246812,המכולת,32.08009751930219,34.82207301848932,Café,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2138,Ramat Gan,32.0686867,34.8246812,קישריה,32.075447434961156,34.817562103271484,Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2140,Ramat Gan,32.0686867,34.8246812,Deda,32.07724096344349,34.81423509890301,Caucasian Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2142,Ramat Gan,32.0686867,34.8246812,Tommy Roll,32.07460714917863,34.82360896568292,Burger Joint,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2144,Ramat Gan,32.0686867,34.8246812,Neighbours Cafe,32.05789606471913,34.81175087011554,Café,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2148,Ramat Gan,32.0686867,34.8246812,Lachmanina (לחמנינה),32.06670445968863,34.79544235899285,Bakery,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2151,Ramat Gan,32.0686867,34.8246812,Miznon Oved (מזנון עובד),32.0768604697391,34.814457059944694,Israeli Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2153,Ramat Gan,32.0686867,34.8246812,Cafè Italia,32.06642309647352,34.79404210637025,Italian Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2154,Ramat Gan,32.0686867,34.8246812,Topolopompo,32.06918113888783,34.794967506811595,Asian Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2156,Ramat Gan,32.0686867,34.8246812,בכור את שושי,32.0933663575281,34.832531390820456,Middle Eastern Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2159,Ramat Gan,32.0686867,34.8246812,Zepra,32.069722594738266,34.794144756824124,Asian Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2160,Ramat Gan,32.0686867,34.8246812,Bahadunes (בהדונס),32.088416446626304,34.804270566883204,Israeli Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2161,Ramat Gan,32.0686867,34.8246812,מאפיית ויזניץ,32.08065519736318,34.8405476502879,Bakery,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2162,Ramat Gan,32.0686867,34.8246812,Babette's Party (החגיגה של באבט),32.0738405648843,34.79877273379764,Dessert Shop,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2163,Ramat Gan,32.0686867,34.8246812,Cafe Ha'Roeh (קפה הרא״ה),32.083969,34.817287,Coffee Shop,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2165,Ramat Gan,32.0686867,34.8246812,Anita Sarona,32.07226309492247,34.78792277022564,Ice Cream Shop,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2168,Ramat Gan,32.0686867,34.8246812,The Salon (הסלון),32.07319518174591,34.80018040168797,Middle Eastern Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2170,Ramat Gan,32.0686867,34.8246812,Fishop,32.07132627500626,34.78752914672556,Seafood Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2172,Ramat Gan,32.0686867,34.8246812,Ki Su,32.06733104900439,34.862945565546944,Asian Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2173,Ramat Gan,32.0686867,34.8246812,Claro,32.07050242025647,34.788100156112925,Bistro,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2175,Ramat Gan,32.0686867,34.8246812,Lehamim (לחמים),32.06987156878741,34.78443352203916,Bakery,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2177,Ramat Gan,32.0686867,34.8246812,Dixie Grill Bar (דיקסי גריל בר),32.07355926510243,34.79578900069588,Wings Joint,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2179,Ramat Gan,32.0686867,34.8246812,Nespresso (נספרסו),32.08631582647384,34.7912038285615,Coffee Shop,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2180,Ramat Gan,32.0686867,34.8246812,Minna Tomei Market,32.07034787040272,34.7865079794419,Asian Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2181,Ramat Gan,32.0686867,34.8246812,Messa (מסה),32.07030910456172,34.786836000196885,French Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2184,Ramat Gan,32.0686867,34.8246812,Bakery Kikar Hamedina,32.08824946146575,34.79001332275258,Bakery,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2190,Ramat Gan,32.0686867,34.8246812,Coffee Bar (קופי בר),32.061789090482776,34.78361044355543,Café,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2192,Ramat Gan,32.0686867,34.8246812,Buza (בוזה),32.06986813154922,34.78333041063801,Café,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2193,Ramat Gan,32.0686867,34.8246812,Abu Adham (אבו אדהם),32.06690718847234,34.78343078978632,Israeli Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2199,Ramat Gan,32.0686867,34.8246812,יפו - תל אביב,32.070251096595555,34.79394673354435,Mediterranean Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2200,Ramat Gan,32.0686867,34.8246812,Cafe Zelik,32.07471238488431,34.8093976332844,Café,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2201,Ramat Gan,32.0686867,34.8246812,תחנת לחם,32.08083250971308,34.814843351671826,Bakery,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2202,Ramat Gan,32.0686867,34.8246812,Bakery (בייקרי),32.061721310273605,34.7836530892639,Bakery,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2203,Ramat Gan,32.0686867,34.8246812,Onami (אונמי),32.07051584713393,34.78506782490773,Japanese Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2204,Ramat Gan,32.0686867,34.8246812,Ground Cafe,32.054001,34.858972,Café,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2209,Ramat Gan,32.0686867,34.8246812,Jewish Beef (ג'ואיש ביף),32.08638651178586,34.80300221590775,Deli / Bodega,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2210,Ramat Gan,32.0686867,34.8246812,Benedict,32.084393,34.856167,Breakfast Spot,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2212,Ramat Gan,32.0686867,34.8246812,בית החומוס והפול,32.06945980837904,34.78608910235149,Falafel Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2213,Ramat Gan,32.0686867,34.8246812,Goomba (גומבה),32.08885243128745,34.85915624521116,Italian Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2214,Ramat Gan,32.0686867,34.8246812,Cofix / קופיקס,32.079241063616536,34.815753613355916,Café,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2215,Ramat Gan,32.0686867,34.8246812,סודוך,32.06785858203758,34.80263564677022,Sandwich Place,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2217,Ramat Gan,32.0686867,34.8246812,Reviva and Celia (רביבה וסיליה),32.08911789712693,34.79714324621146,Café,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2220,Ramat Gan,32.0686867,34.8246812,Malka,32.078479,34.788963,Kosher Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2221,Ramat Gan,32.0686867,34.8246812,בית לחם,32.083460166641025,34.789241639293834,Bakery,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2222,Ramat Gan,32.0686867,34.8246812,בלאק סטון Blackstone,32.0875425058137,34.80273025123768,Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2223,Ramat Gan,32.0686867,34.8246812,המקום של דבורה,32.05584762013404,34.82216727843868,Café,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2224,Ramat Gan,32.0686867,34.8246812,.Liv (מסעדת ליב),32.08446342478704,34.8026239975484,Mediterranean Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2226,Ramat Gan,32.0686867,34.8246812,גלידה אנדרי,32.09528382610442,34.82192021910633,Ice Cream Shop,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2227,Ramat Gan,32.0686867,34.8246812,Angus,32.069767,34.785465,Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2231,Ramat Gan,32.0686867,34.8246812,Tatti (טאטי),32.06733729211502,34.802773567445755,Café,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2232,Ramat Gan,32.0686867,34.8246812,Burgus Burger Bar,32.08764262891856,34.86049482612819,Burger Joint,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2234,Ramat Gan,32.0686867,34.8246812,Dominik Bakery & Coffee,32.08694488592737,34.803449833225656,Bakery,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2236,Ramat Gan,32.0686867,34.8246812,Favela,32.072301,34.808622,Latin American Restaurant,Tel Aviv,159159.0,143600.0,13.2,9376.1,8,208,32.0686867,34.8246812,high
2237,Ramat HaSharon,32.1431276,34.8380853,חותם הקפה,32.14732288664745,34.839198910816215,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2238,Ramat HaSharon,32.1431276,34.8380853,וניליה רמת השרון,32.143318649058976,34.843733136418535,Ice Cream Shop,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2239,Ramat HaSharon,32.1431276,34.8380853,Landwer Cafe (קפה לנדוור),32.14915523878333,34.83983880130504,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2240,Ramat HaSharon,32.1431276,34.8380853,Burger Saloon (בורגר סאלון),32.1513922346176,34.84125941991806,Burger Joint,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2241,Ramat HaSharon,32.1431276,34.8380853,Reviva and Celia (רביבה וסיליה),32.13669419411649,34.83705691532062,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2242,Ramat HaSharon,32.1431276,34.8380853,Bologna,32.14637786324276,34.83817120802412,Italian Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2243,Ramat HaSharon,32.1431276,34.8380853,Nooch (נוצ'),32.134692549480796,34.83821702662042,Asian Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2244,Ramat HaSharon,32.1431276,34.8380853,Cafe Louise (קפה לואיז),32.14221526778574,34.836986911442295,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2245,Ramat HaSharon,32.1431276,34.8380853,Petelina,32.12474518551154,34.830542432492216,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2246,Ramat HaSharon,32.1431276,34.8380853,Iceberg (אייסברג),32.145831598905964,34.83871590892346,Ice Cream Shop,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2248,Ramat HaSharon,32.1431276,34.8380853,Falafel HaPaamonim,32.146391395821176,34.83893125489996,Falafel Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2250,Ramat HaSharon,32.1431276,34.8380853,Assaf Artizanal (אסף אריטזנל),32.131940690209795,34.84699095044545,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2251,Ramat HaSharon,32.1431276,34.8380853,Edna (עדנה),32.136858928638645,34.84348243667435,Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2252,Ramat HaSharon,32.1431276,34.8380853,Lechem HaKfar,32.13810861781798,34.841351500942146,Bakery,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2253,Ramat HaSharon,32.1431276,34.8380853,Mi Casa (מיקאסה),32.15724864258422,34.832603931427,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2255,Ramat HaSharon,32.1431276,34.8380853,Celeste Pizza (פיצה סלסטה),32.16729040494174,34.84527736902237,Pizza Place,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2256,Ramat HaSharon,32.1431276,34.8380853,Beta Caffè (ביתא קפה),32.1517033444656,34.84289824962616,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2257,Ramat HaSharon,32.1431276,34.8380853,Nahalat Binyamin,32.170472430637,34.83984589576721,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2258,Ramat HaSharon,32.1431276,34.8380853,Sebastian (סבסטיאן),32.162216870453896,34.81040060520172,French Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2259,Ramat HaSharon,32.1431276,34.8380853,Tiger Lilly (טייגר לילי),32.110031965084715,34.84194821371158,Thai Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2260,Ramat HaSharon,32.1431276,34.8380853,Hudson Brasserie (האדסון בראסרי),32.10993315108702,34.83975445401842,American Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2261,Ramat HaSharon,32.1431276,34.8380853,Gan Sipur Café (קפה גן סיפור),32.16565904863503,34.82144594192505,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2262,Ramat HaSharon,32.1431276,34.8380853,Pekin (פקין צהלה),32.12444280078102,34.8250869356856,Chinese Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2264,Ramat HaSharon,32.1431276,34.8380853,Cofix (קופיקס),32.16668986033218,34.84245300292969,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2265,Ramat HaSharon,32.1431276,34.8380853,Haim's Falafel,32.167016,34.847412,Falafel Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2266,Ramat HaSharon,32.1431276,34.8380853,Arcaffe,32.16206327528469,34.80955946875092,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2268,Ramat HaSharon,32.1431276,34.8380853,Meat Bar Burger,32.162028,34.809529,Burger Joint,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2269,Ramat HaSharon,32.1431276,34.8380853,Sushi Room (סושי רום),32.16839952890758,34.81556385755539,Sushi Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2270,Ramat HaSharon,32.1431276,34.8380853,Gelateria Siciliana (גלידריה סיציליאנית),32.15882654945145,34.808678625176704,Ice Cream Shop,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2273,Ramat HaSharon,32.1431276,34.8380853,Zozobra (זוזוברה),32.15955111812304,34.80902884651506,Asian Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2276,Ramat HaSharon,32.1431276,34.8380853,Meat Bar (מיט בר),32.16211824225087,34.80695549780374,BBQ Joint,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2277,Ramat HaSharon,32.1431276,34.8380853,Cafe Louise (קפה לואיז),32.109312009013024,34.833608403352294,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2278,Ramat HaSharon,32.1431276,34.8380853,Giraffe Grill (ג׳ירף גריל),32.10800760116008,34.83822180611727,Asian Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2280,Ramat HaSharon,32.1431276,34.8380853,Kyoto,32.15924349337194,34.808872883340726,Sushi Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2284,Ramat HaSharon,32.1431276,34.8380853,החומוסיה,32.139262590147446,34.841872464727075,Mediterranean Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2286,Ramat HaSharon,32.1431276,34.8380853,Arcaffe,32.165098784581126,34.82387626712755,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2287,Ramat HaSharon,32.1431276,34.8380853,Giraffe Café (ג'ירף קפה),32.16024596055014,34.80769157409668,Asian Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2288,Ramat HaSharon,32.1431276,34.8380853,Arcaffe (ארקפה),32.159719143414215,34.8091227966555,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2289,Ramat HaSharon,32.1431276,34.8380853,Frame,32.107299301222255,34.83432006799177,Sushi Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2290,Ramat HaSharon,32.1431276,34.8380853,Nisso,32.1612382327311,34.842790961265564,Bakery,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2291,Ramat HaSharon,32.1431276,34.8380853,miznon (מזנון),32.10920262112449,34.838963597128256,Fast Food Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2294,Ramat HaSharon,32.1431276,34.8380853,Gute (גוטה),32.161906436411705,34.80852043304662,Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2295,Ramat HaSharon,32.1431276,34.8380853,Tapeo (טפאו),32.15873642533721,34.80862451711074,Tapas Restaurant,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2296,Ramat HaSharon,32.1431276,34.8380853,Aroma (ארומה),32.14149490794265,34.836630879488254,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
2297,Ramat HaSharon,32.1431276,34.8380853,Aroma (ארומה),32.168488692931746,34.842658081831964,Café,Tel Aviv,46720.0,39000.0,16.8,2708.3,9,248,32.1431276,34.8380853,high
